order_id,customer_id,order_date,status,shipping_method,total_amount
504,3,2026-04-23,shipped,Ground Delivery,8322.17
505,196,2024-08-28,delivered,Priority Mail,3664.97
506,22,2024-06-15,delivered,FedEx Ground,6978.06
507,94,2024-06-10,pending,UPS Standard,9291.82
508,63,2025-02-28,shipped,DHL Express,6615.05
509,54,2025-07-23,delivered,USPS First Class,3536.71
510,40,2024-10-13,processing,Expedited Shipping,9330.96
511,172,2024-12-02,delivered,Standard Shipping,2559.97
512,148,2026-01-11,shipped,Next Day Air,4303.87
513,64,2025-06-30,shipped,Economy Ground,6468.54
514,154,2024-08-25,delivered,International Standard,2102.99
515,129,2024-07-28,processing,Overnight Express,3672.1
516,95,2025-03-31,processing,Regional Delivery,6141.26
517,138,2025-09-17,pending,Local Pickup,7952.14
518,127,2026-05-06,delivered,Store Pickup,5151.38
519,70,2025-02-21,shipped,Curbside Delivery,2180.62
520,103,2024-09-30,delivered,White Glove Delivery,7520.62
521,162,2024-06-19,shipped,Same Day Delivery,1115.31
522,2,2025-03-21,pending,Next Business Day,7841.38
523,151,2024-08-31,processing,3-5 Business Days,9937.37
524,164,2026-03-07,shipped,5-7 Business Days,2431.34
525,83,2025-08-29,shipped,Standard International,6014.5
526,15,2024-10-27,shipped,Express International,3254.32
527,32,2024-07-07,delivered,UPS 2nd Day Air,5396.58
528,30,2025-12-23,delivered,FedEx Priority Overnight,4049.07
529,6,2025-04-16,processing,USPS Priority Mail Express,6374.47
530,50,2024-07-28,pending,Parcel Post,9257.97
531,177,2025-02-22,processing,Media Mail,4211.21
532,153,2026-04-09,processing,Regional Ground,3839.28
533,193,2024-06-09,shipped,Flat Rate Box,3905.08
534,119,2026-02-16,delivered,Signature Required,7975.34
535,196,2025-11-09,shipped,Contactless Delivery,5086.33
536,127,2025-03-31,shipped,Scheduled Delivery,84.26
537,119,2025-11-02,delivered,Free Shipping,350.68
538,27,2025-01-05,delivered,Premium Express,5489.72
539,41,2025-05-07,delivered,Courier Service,5023.27
540,50,2024-08-15,delivered,Bike Messenger,9929.32
541,70,2024-10-12,delivered,Ship to Store,6306.65
542,111,2025-03-10,delivered,Digital Delivery,8010.72
543,168,2024-10-30,delivered,In-Store Fulfillment,8126.97
544,116,2024-08-07,delivered,Partner Fulfillment,6861.78
545,180,2026-02-25,shipped,Third Party Logistics,2490.04
546,154,2024-10-15,pending,Warehouse Pickup,3288.16
547,50,2025-02-09,shipped,Standard Parcel,3089.83
548,10,2025-06-21,processing,Economy Parcel,5211.67
549,70,2026-05-22,delivered,Bulk Shipping,1992.16
550,200,2024-12-11,delivered,Special Handling Required,4135.77
551,159,2025-07-20,delivered,Standard Shipping,110.16
552,10,2025-10-15,shipped,Express Shipping,8008.37
553,196,2025-04-18,shipped,Overnight Delivery,6089.48
554,145,2026-05-04,delivered,Ground Shipping,1842.86
555,35,2026-02-04,shipped,Priority Mail,52.89
556,24,2024-12-27,shipped,First Class Mail,8518.07
557,52,2024-08-16,shipped,USPS,1364.25
558,63,2024-10-07,delivered,FedEx Ground,8943.88
559,6,2025-03-05,delivered,FedEx Express,1682.53
560,90,2025-11-16,shipped,FedEx Overnight,1694.88
561,57,2026-01-09,shipped,UPS Ground,6437.24
562,186,2025-07-13,delivered,UPS Express,9819.52
563,29,2026-02-28,processing,UPS Next Day Air,764.59
564,140,2024-08-18,processing,DHL Express,4819.18
565,158,2024-06-07,delivered,DHL Standard,3711.82
566,75,2026-05-22,delivered,Local Pickup,8824.08
567,162,2024-09-27,delivered,In-Store Pickup,3961.12
568,193,2025-06-12,shipped,Curbside Delivery,9743.24
569,96,2025-09-24,processing,Same-Day Delivery,5439.0
570,76,2026-01-16,delivered,Next-Day Delivery,4860.69
571,62,2025-12-20,processing,2-Day Shipping,4532.12
572,161,2025-11-13,processing,3-Day Shipping,760.35
573,132,2026-01-11,delivered,Economy Shipping,1495.34
574,83,2025-11-26,delivered,Standard Delivery,8297.95
575,174,2026-04-18,shipped,Expedited Shipping,1911.07
576,46,2024-09-14,pending,Courier Service,5714.17
577,60,2026-04-08,shipped,Parcel Post,7505.87
578,113,2026-04-07,processing,Registered Mail,9738.07
579,147,2024-07-17,processing,Insured Shipping,6390.57
580,189,2024-12-29,delivered,International Shipping,1530.28
581,104,2024-10-18,cancelled,International Express,4930.98
582,54,2024-12-18,processing,Domestic Shipping,9772.63
583,198,2025-04-22,cancelled,Regional Delivery,9615.2
584,118,2024-06-26,shipped,Free Shipping,9518.23
585,48,2024-07-13,processing,Premium Shipping,8550.63
586,58,2025-06-07,processing,Standard International,8891.55
587,34,2024-12-09,pending,Express International,5064.16
588,152,2025-01-08,shipped,White Glove Delivery,7929.54
589,183,2026-01-28,shipped,Freight Shipping,7566.81
590,101,2025-11-01,processing,LTL Freight,5239.96
591,71,2025-10-01,delivered,Drop Ship,8630.13
592,184,2025-11-24,processing,Third-Party Logistics,4478.61
593,130,2024-11-15,processing,Dropoff Point,7241.88
594,195,2026-04-05,processing,Locker Delivery,5428.3
595,16,2025-05-07,pending,Hub Delivery,148.33
596,86,2024-10-29,delivered,Partner Delivery,7428.38
597,49,2025-12-17,pending,Scheduled Delivery,1001.76
598,16,2024-12-30,cancelled,Weekend Delivery,2057.19
599,178,2025-12-26,delivered,Holiday Delivery,9321.31
600,142,2024-12-01,delivered,Rush Delivery,5828.46
601,73,2025-03-06,delivered,Standard Ground,433.81
602,185,2024-08-27,delivered,Express Overnight,1135.81
603,34,2025-05-27,shipped,2-Day Shipping,4743.51
604,198,2025-07-03,processing,Priority Mail,8331.67
605,140,2025-05-26,processing,First Class Mail,1739.33
606,160,2025-11-09,delivered,Parcel Post,5473.96
607,184,2025-05-30,pending,UPS Ground,5214.59
608,21,2025-09-28,shipped,UPS 2nd Day Air,615.25
609,62,2025-12-23,processing,UPS Next Day Air,3323.04
610,33,2025-12-01,delivered,FedEx Ground,1587.74
611,144,2025-02-23,shipped,FedEx 2Day,8463.37
612,40,2025-11-14,delivered,FedEx Overnight,5207.61
613,116,2025-09-09,shipped,DHL Express,2687.75
614,200,2024-08-10,delivered,DHL Ground,6219.35
615,61,2025-05-17,shipped,Local Pickup,9401.9
616,83,2025-08-06,processing,In-Store Pickup,959.08
617,136,2024-10-08,delivered,Same-Day Delivery,6447.65
618,73,2025-08-06,delivered,Next-Day Delivery,5660.65
619,48,2026-05-23,processing,Scheduled Delivery,6570.11
620,200,2024-09-05,processing,Economy Shipping,8321.48
621,24,2026-03-05,shipped,Regular Shipping,5896.09
622,104,2025-07-09,cancelled,Expedited Shipping,8507.74
623,58,2026-05-05,delivered,International Standard,5157.1
624,114,2026-01-19,delivered,International Express,4772.47
625,122,2025-08-05,processing,International Priority,9260.08
626,47,2024-08-25,cancelled,Courier Service,731.07
627,5,2024-10-13,delivered,White Glove Delivery,9363.68
628,14,2025-07-18,processing,Freight Shipping,8748.74
629,191,2025-12-20,delivered,Drop Shipping,3237.34
630,64,2025-09-28,delivered,Bulk Mail,7424.81
631,172,2024-12-23,processing,Registered Mail,9052.21
632,180,2025-03-05,processing,Certified Mail,3182.5
633,159,2025-02-27,shipped,Special Handling,1240.33
634,33,2024-07-11,delivered,Signature Required,786.18
635,188,2026-01-05,delivered,Fragile Handling,9773.55
636,66,2024-08-18,shipped,Temperature Controlled,2246.98
637,177,2025-08-13,delivered,Insured Shipping,5862.75
638,145,2025-10-07,cancelled,Uninsured Shipping,5849.68
639,139,2024-07-01,cancelled,Self-Pickup,5867.58
640,154,2026-02-12,shipped,Partner Pickup Point,9547.01
641,60,2026-05-26,delivered,Locker Delivery,8441.57
642,195,2026-03-19,delivered,Third-Party Logistics,564.86
643,34,2025-12-25,processing,Carrier Pigeon Service,5521.07
644,35,2026-05-23,delivered,Bike Messenger,3846.48
645,168,2025-10-17,delivered,Postal Service,5011.07
646,42,2025-11-17,delivered,Digital Delivery,9059.84
647,159,2025-03-24,processing,Hybrid Shipping,5030.57
648,7,2025-09-19,delivered,Eco-Friendly Shipping,5340.59
649,129,2024-09-30,delivered,Carbon Neutral Delivery,7558.18
650,36,2024-10-03,shipped,Subscription Box Shipping,4990.29
651,15,2024-08-04,processing,Gift Wrapping + Delivery,1539.16
652,12,2024-09-02,pending,Standard Ground,2625.33
653,57,2024-09-08,delivered,Express Overnight,299.24
654,70,2024-11-27,delivered,2-Day Shipping,1677.59
655,93,2026-03-24,pending,Priority Mail,3549.41
656,171,2025-03-09,delivered,First Class,6338.67
657,158,2025-10-14,delivered,Ground Delivery,2787.28
658,125,2025-04-14,pending,Next Day Air,5529.38
659,141,2025-12-19,shipped,UPS Ground,7651.65
660,167,2025-02-02,processing,FedEx Express,3907.91
661,170,2025-07-11,delivered,DHL International,2470.59
662,117,2025-08-27,shipped,USPS Priority,3467.64
663,155,2026-01-18,shipped,Expedited Shipping,721.66
664,21,2026-04-14,pending,Economy Shipping,3997.53
665,45,2025-06-28,delivered,Standard Delivery,8004.79
666,6,2026-06-01,cancelled,Rush Delivery,5771.92
667,42,2025-01-04,shipped,Parcel Post,1642.56
668,29,2026-03-13,processing,Registered Mail,2939.31
669,141,2025-10-04,delivered,Certified Mail,3024.36
670,27,2026-05-13,delivered,International Express,9501.91
671,105,2025-05-13,delivered,Regional Ground,6084.32
672,60,2024-06-09,delivered,Local Pickup,3006.75
673,83,2025-03-21,processing,Same-Day Delivery,8183.02
674,68,2024-07-06,processing,Next Business Day,5020.73
675,194,2024-11-15,processing,3-Day Shipping,3024.31
676,98,2025-11-08,shipped,5-Day Shipping,4046.17
677,178,2026-02-25,delivered,Standard International,58.41
678,31,2025-06-02,delivered,Air Mail,971.86
679,60,2025-09-09,processing,Sea Freight,5449.67
680,152,2024-11-22,processing,Courier Service,7183.45
681,176,2025-05-21,delivered,White Glove Delivery,2727.27
682,189,2025-07-01,cancelled,Free Shipping,7605.55
683,47,2025-08-12,delivered,Premium Shipping,9574.44
684,197,2025-11-17,delivered,Standard Parcel,2010.44
685,162,2025-03-09,shipped,Express Parcel,8442.64
686,173,2025-02-20,cancelled,Overnight Parcel,4163.53
687,105,2024-08-23,processing,Ground Parcel,2511.83
688,66,2025-07-04,delivered,Signature Required,4568.9
689,99,2026-02-24,pending,Insured Shipping,4019.05
690,31,2024-10-20,shipped,Fragile Handling,5074.79
691,173,2026-03-26,delivered,Expedited Parcel,2300.24
692,175,2025-08-16,processing,Economy Ground,4829.49
693,72,2024-08-30,delivered,Business Delivery,6215.92
694,146,2024-12-29,cancelled,Residential Delivery,5638.31
695,144,2025-02-09,shipped,Commercial Delivery,4339.86
696,174,2024-10-06,shipped,Special Handling,6491.9
697,186,2025-07-14,delivered,Bulk Shipping,2072.5
698,195,2026-01-15,shipped,Drop Ship,3163.72
699,198,2025-09-09,delivered,Store Pickup,1655.66
700,31,2026-05-09,delivered,Curbside Delivery,2788.71
701,163,2024-09-23,shipped,Door-to-Door Service,9504.99
702,63,2025-12-08,shipped,Standard Ground,2915.05
703,32,2026-02-23,shipped,Express Overnight,5242.88
704,95,2024-11-26,pending,2-Day Shipping,304.15
705,107,2025-08-31,delivered,Ground Delivery,6444.37
706,185,2025-06-18,shipped,Priority Mail,1654.76
707,106,2025-12-24,delivered,First Class Mail,7914.49
708,80,2026-05-12,shipped,Parcel Post,7334.76
709,173,2025-03-30,shipped,FedEx Ground,5218.63
710,148,2025-12-17,delivered,FedEx Express,9591.67
711,186,2025-02-08,cancelled,UPS Ground,8422.65
712,95,2025-07-27,delivered,UPS Next Day Air,6919.12
713,87,2024-11-20,shipped,UPS 2nd Day Air,2529.34
714,45,2025-04-05,processing,USPS Priority Express,6665.86
715,31,2025-08-31,delivered,DHL Express,6607.27
716,35,2024-10-08,processing,Amazon Prime,1463.03
717,38,2026-01-03,shipped,Free Shipping,6275.6
718,42,2025-03-21,pending,Standard Shipping,1021.98
719,50,2025-11-13,cancelled,Expedited Shipping,8371.41
720,69,2025-11-14,delivered,Overnight Shipping,1923.9
721,78,2025-01-02,shipped,Local Pickup,349.25
722,34,2025-04-15,delivered,In-Store Pickup,3099.46
723,199,2024-09-29,delivered,Curbside Pickup,9064.64
724,126,2024-08-28,delivered,Same-Day Delivery,2575.23
725,6,2025-12-11,pending,Next-Day Delivery,929.96
726,149,2025-10-12,processing,3-Day Shipping,1201.48
727,47,2025-03-17,processing,Economy Shipping,8973.81
728,12,2026-01-07,cancelled,Premium Shipping,6536.96
729,126,2025-11-22,pending,International Standard,6802.01
730,125,2026-06-01,delivered,International Express,6894.44
731,39,2026-01-23,delivered,Flat Rate Box,383.35
732,184,2026-04-07,processing,Regional Ground,5901.85
733,83,2025-09-01,delivered,Cross-Border Shipping,9117.48
734,110,2026-05-14,processing,Drop Ship,7713.74
735,18,2025-11-29,shipped,White Glove Delivery,1694.44
736,91,2024-12-06,delivered,Signature Required,676.7
737,67,2024-09-04,delivered,Standard Parcel,8369.73
738,50,2025-05-13,delivered,Tracked Delivery,5778.05
739,171,2026-03-05,processing,Untracked Shipping,8788.64
740,37,2026-03-10,shipped,Courier Service,8218.02
741,21,2024-07-14,delivered,Bike Messenger,2200.94
742,19,2025-01-27,delivered,Hand Delivery,6506.32
743,26,2025-06-11,delivered,Special Handling,4412.58
744,119,2025-04-02,processing,Freight Shipping,5064.2
745,164,2026-05-27,delivered,LTL Shipping,6228.48
746,54,2024-07-18,delivered,Consolidated Shipping,2879.04
747,60,2025-03-12,processing,Bulk Shipping,1705.07
748,151,2025-01-31,pending,Scheduled Delivery,7719.75
749,164,2026-06-02,processing,Weekend Delivery,7806.13
750,106,2025-02-21,delivered,Holiday Delivery,2203.58
751,109,2024-08-24,delivered,Gift Wrap Shipping,7160.93
752,89,2025-01-16,delivered,Standard Ground Shipping,5578.41
753,17,2025-11-13,delivered,Express Overnight,8074.9
754,27,2025-09-21,shipped,2-Day Air,3900.59
755,138,2025-11-27,processing,Priority Mail,814.44
756,176,2025-05-16,delivered,First Class Mail,1398.51
757,69,2024-07-11,cancelled,Ground Delivery,9166.49
758,98,2025-04-27,processing,Expedited Shipping,2759.21
759,83,2024-10-09,shipped,Economy Shipping,9605.18
760,157,2024-11-03,shipped,Standard Delivery,9375.89
761,152,2026-05-22,delivered,Overnight Express,5536.65
762,191,2024-10-04,shipped,Next Day Air,277.33
763,5,2025-10-27,processing,3-Day Select,2853.54
764,91,2026-05-13,processing,Parcel Post,4058.41
765,22,2025-04-03,delivered,USPS Priority,9110.11
766,28,2025-12-01,shipped,FedEx Ground,5086.15
767,89,2025-10-29,pending,UPS Ground,5788.36
768,80,2025-09-20,delivered,DHL Express,1787.56
769,28,2026-03-30,processing,International Standard,1666.44
770,52,2024-12-09,processing,International Express,746.01
771,127,2026-05-09,pending,Local Pickup,5285.52
772,63,2025-12-02,processing,Store Pickup,2758.59
773,15,2024-09-29,pending,Same-Day Delivery,7057.69
774,168,2025-07-02,processing,Next-Day Delivery,4217.65
775,112,2025-11-16,shipped,Regional Ground,12.28
776,51,2024-08-31,processing,Flat Rate Box,7788.45
777,99,2025-11-19,processing,Signature Required,6865.23
778,169,2024-11-10,shipped,Insured Shipping,3562.61
779,164,2024-07-12,shipped,Economy International,2299.19
780,84,2024-12-03,delivered,Premium Express,6256.17
781,50,2025-03-17,processing,White Glove Delivery,4874.53
782,174,2024-08-02,shipped,Courier Service,1469.0
783,58,2025-01-29,pending,Standard International,3201.6
784,76,2024-10-21,delivered,Expedited International,1565.17
785,47,2024-08-31,shipped,Drop Ship,9037.81
786,110,2026-04-15,pending,Fulfillment Center Delivery,9362.81
787,69,2024-12-31,shipped,Partner Carrier,5291.07
788,105,2025-11-20,delivered,Consolidated Shipping,2967.52
789,95,2024-09-25,delivered,Overnight Delivery,829.49
790,120,2024-07-14,delivered,Two-Day Delivery,3943.62
791,186,2026-02-12,delivered,Standard Parcel,2252.61
792,33,2026-01-03,delivered,Priority Express,1649.24
793,31,2025-12-04,delivered,Special Handling,4890.49
794,85,2025-10-03,processing,Freight Shipping,3600.0
795,75,2024-09-18,pending,LTL Shipping,6515.5
796,78,2025-06-19,delivered,Truckload Delivery,332.4
797,82,2025-03-09,processing,Scheduled Delivery,9868.87
798,131,2024-10-10,delivered,Curbside Delivery,830.21
799,27,2026-01-19,pending,In-Store Fulfillment,7537.36
800,128,2025-07-22,shipped,Digital Download,2549.0
801,87,2026-04-05,delivered,Subscription Box Shipping,9974.75
802,110,2025-09-17,shipped,Standard Ground,5377.0
803,173,2024-12-29,cancelled,Express Overnight,6620.87
804,65,2025-04-29,cancelled,2-Day Shipping,8939.77
805,36,2025-01-05,delivered,Priority Mail,875.75
806,28,2026-03-02,delivered,First Class,2838.04
807,160,2025-05-10,shipped,Ground Shipping,2443.98
808,131,2026-04-28,shipped,Expedited,8187.91
809,197,2025-05-03,delivered,International Standard,4878.74
810,73,2025-10-30,delivered,DHL Express,5937.75
811,153,2026-05-07,shipped,FedEx Ground,3423.1
812,51,2026-02-22,delivered,UPS Ground,9488.15
813,19,2025-04-21,shipped,UPS 2-Day Air,361.73
814,19,2024-07-12,delivered,USPS Priority Express,5705.96
815,186,2025-04-07,shipped,Standard Delivery,9800.87
816,159,2026-04-25,delivered,Overnight Delivery,8373.38
817,88,2024-12-30,shipped,Same-Day Delivery,7110.26
818,1,2025-09-14,shipped,Local Pickup,2484.12
819,123,2026-03-31,shipped,In-Store Pickup,6894.6
820,20,2025-03-30,delivered,Courier Service,5201.21
821,51,2025-10-24,processing,Parcel Post,8505.45
822,77,2024-11-01,shipped,Economy Shipping,4566.64
823,131,2025-10-15,delivered,Premium Shipping,7178.66
824,117,2025-08-15,processing,Bulk Freight,9564.45
825,155,2025-07-12,shipped,White Glove Delivery,7813.01
826,66,2025-05-24,processing,Next Day Air,180.77
827,64,2025-01-26,delivered,3-Day Select,9324.66
828,61,2025-06-07,delivered,Smart Post,9689.27
829,142,2024-10-06,processing,Regional Ground,2319.97
830,142,2024-06-18,cancelled,International Express,9738.34
831,5,2026-03-26,processing,International Economy,3767.95
832,32,2026-01-15,pending,Overnight Air,8264.77
833,69,2025-10-14,processing,Priority Overnight,9353.36
834,119,2025-04-01,delivered,Saver Ground,8428.24
835,17,2025-08-08,delivered,Standard International,3392.33
836,6,2025-03-24,delivered,Expedited International,9668.68
837,185,2024-08-18,delivered,Tracked Delivery,8218.36
838,144,2025-06-11,delivered,Untracked Delivery,4830.03
839,184,2024-11-16,shipped,Signature Required,2063.81
840,85,2024-06-17,delivered,Signature Not Required,1407.29
841,62,2026-01-28,pending,Insured Shipping,3730.0
842,52,2024-09-09,processing,Standard Parcel,9574.04
843,108,2025-06-25,processing,Express Parcel,5238.5
844,124,2024-07-14,delivered,Tracked Express,177.14
845,193,2025-10-29,pending,Untracked Standard,189.99
846,85,2025-02-14,delivered,Regional Expedited,6338.67
847,177,2026-05-11,shipped,Cross-Border Ground,6537.86
848,42,2025-06-03,shipped,Cross-Border Express,1071.82
849,191,2025-02-25,shipped,Drop-off Delivery,5002.17
850,106,2024-08-03,delivered,Scheduled Delivery,5568.61
851,2,2025-05-05,shipped,Weekend Delivery,2715.85
852,79,2025-12-04,pending,Standard Ground Shipping,1448.03
853,197,2024-11-23,processing,Express Overnight,4039.15
854,96,2024-10-04,delivered,2-Day Shipping,9459.54
855,25,2025-11-28,shipped,Priority Mail,8104.08
856,184,2024-08-25,delivered,UPS Ground,4025.49
857,175,2025-05-13,shipped,FedEx Ground,5116.12
858,173,2026-01-20,delivered,DHL Express,1979.84
859,43,2026-04-22,shipped,USPS First Class,6173.79
860,31,2025-04-15,delivered,USPS Priority Mail Express,1710.2
861,82,2025-03-06,delivered,Local Pickup,7605.26
862,123,2024-12-12,shipped,In-Store Pickup,6353.98
863,68,2024-12-02,delivered,Curbside Pickup,2894.61
864,133,2026-04-08,shipped,Same-Day Delivery,8927.56
865,171,2025-05-17,shipped,Next-Day Delivery,94.39
866,181,2024-11-28,processing,Economy Shipping,9446.5
867,148,2025-10-07,shipped,Standard Shipping,5444.72
868,32,2024-12-23,shipped,Expedited Shipping,3845.89
869,195,2025-06-29,processing,Overnight Shipping,5877.46
870,139,2026-03-09,shipped,International Shipping,5615.24
871,41,2025-12-02,processing,Air Mail,5189.3
872,25,2025-07-16,shipped,Parcel Post,5795.4
873,90,2024-07-30,delivered,Registered Mail,9039.38
874,200,2026-03-06,shipped,Courier Service,5988.16
875,60,2025-12-12,delivered,White Glove Delivery,6930.99
876,93,2024-06-12,processing,White Glove Service,305.48
877,79,2025-02-13,delivered,Freight Shipping,1384.87
878,196,2024-11-26,delivered,Truck Delivery,3629.66
879,55,2025-04-22,pending,Ship from Store,2415.19
880,72,2025-09-25,processing,Buy Online Pickup In Store,5169.96
881,132,2025-11-20,processing,Digital Download,1511.02
882,159,2026-02-18,shipped,Email Delivery,5147.4
883,138,2026-06-07,shipped,Instant Download,2122.99
884,43,2025-09-10,delivered,Third-Party Logistics,1512.56
885,106,2025-06-09,delivered,3PL Shipping,1321.84
886,125,2026-06-04,shipped,Cross-Dock Shipping,8901.15
887,31,2025-05-15,processing,Drop Shipping,4240.12
888,85,2025-10-25,delivered,Dropship,6380.29
889,32,2025-09-10,delivered,Flat Rate Shipping,7417.64
890,33,2024-11-03,shipped,Dimensional Weight Shipping,2708.5
891,84,2025-05-12,cancelled,Zone-Based Shipping,7636.59
892,26,2026-04-06,delivered,Weight-Based Shipping,6491.2
893,161,2025-10-02,processing,Fixed Rate Shipping,1026.17
894,29,2024-07-08,delivered,Free Shipping,6435.14
895,24,2024-06-14,delivered,Paid Shipping,2774.84
896,185,2025-06-17,processing,Calculated Shipping,379.43
897,30,2024-08-28,shipped,Real-Time Carrier Rates,1788.09
898,113,2025-04-06,delivered,UPS Next Day Air,7797.11
899,130,2025-07-14,delivered,FedEx 2Day,4553.6
900,84,2025-12-03,cancelled,FedEx Overnight,7580.37
901,105,2024-10-20,delivered,USPS Parcel Select,2953.18
902,73,2025-02-26,delivered,Standard Ground,5626.41
903,178,2026-01-23,delivered,Express Overnight,5534.09
904,152,2025-01-30,delivered,2-Day Shipping,837.3
905,199,2025-03-29,processing,Priority Mail,7373.06
906,188,2026-01-01,processing,Ground Shipping,9209.82
907,115,2024-07-11,shipped,First Class Mail,1066.57
908,72,2025-09-26,shipped,UPS Ground,2103.03
909,76,2025-05-18,processing,FedEx Express,8763.72
910,125,2024-10-15,processing,DHL International,2483.71
911,150,2024-12-07,shipped,USPS Priority,2647.96
912,64,2025-07-10,pending,Expedited Shipping,6364.97
913,11,2026-03-06,delivered,Standard Delivery,6284.99
914,110,2024-08-14,cancelled,Next Day Air,2891.92
915,195,2026-01-16,shipped,Economy Shipping,5137.88
916,163,2025-02-11,delivered,Premium Express,3391.37
917,13,2025-12-07,shipped,Parcel Post,7339.37
918,176,2025-09-11,delivered,International Standard,7456.46
919,192,2024-07-10,pending,Registered Mail,5719.46
920,198,2025-11-19,processing,Certified Mail,5870.89
921,31,2024-12-01,delivered,Same-Day Delivery,1636.92
922,99,2024-09-07,shipped,Next Business Day,3123.0
923,31,2025-12-13,delivered,3-Day Delivery,5227.06
924,104,2024-07-21,cancelled,Standard International,6021.89
925,151,2025-05-09,delivered,Express International,4275.94
926,142,2026-05-10,delivered,Economy Ground,7917.01
927,74,2024-09-13,pending,Air Shipping,52.88
928,2,2025-10-22,processing,Sea Shipping,3054.36
929,131,2024-07-27,delivered,Truck Delivery,692.53
930,171,2025-06-16,processing,Courier Service,7052.56
931,169,2026-02-20,shipped,Local Pickup,6741.89
932,173,2026-05-18,processing,In-Store Pickup,5279.93
933,13,2025-07-03,shipped,Curbside Delivery,9056.37
934,151,2025-01-04,delivered,White Glove Service,3401.94
935,84,2025-06-11,pending,Standard Parcel,5020.56
936,37,2024-07-05,shipped,Tracked Delivery,8948.82
937,84,2025-09-03,pending,Untracked Delivery,7766.19
938,39,2025-07-29,delivered,Signature Required,1003.42
939,56,2024-12-02,delivered,No Signature Required,7436.52
940,99,2025-08-03,delivered,Insured Shipping,7386.24
941,46,2025-03-22,cancelled,Uninsured Shipping,3438.19
942,80,2025-10-29,cancelled,Fragile Handling,3188.35
943,191,2024-12-04,cancelled,Temperature Controlled,2150.98
944,102,2026-03-03,processing,Overnight Express,3153.56
945,8,2025-08-31,pending,2-Business Day,6840.45
946,31,2025-02-13,processing,Regional Ground,9969.9
947,44,2025-07-11,shipped,Cross-Border Shipping,4627.62
948,41,2026-05-16,shipped,Customs Clearance,9742.46
949,92,2025-10-14,cancelled,Door-to-Door Delivery,1923.27
950,196,2025-09-11,processing,Drop-off Point,9044.13
951,38,2026-03-06,delivered,Digital Delivery,1087.09
952,100,2026-01-17,shipped,Standard Ground,9335.88
953,108,2025-02-28,shipped,Express Overnight,5855.15
954,178,2025-12-22,delivered,2-Day Shipping,3318.19
955,81,2025-12-12,delivered,Priority Mail,4912.79
956,141,2024-07-29,shipped,FedEx Ground,522.29
957,95,2026-03-30,shipped,UPS Ground,3252.53
958,177,2026-05-13,processing,USPS First Class,3762.3
959,152,2025-11-28,shipped,DHL Express,8378.5
960,84,2025-01-26,processing,FedEx 2Day,3026.14
961,192,2025-04-29,processing,Standard Shipping,2294.23
962,117,2025-03-28,delivered,Expedited Shipping,3569.47
963,73,2026-04-02,pending,Overnight Shipping,4325.66
964,72,2025-12-17,processing,Next Day Air,3246.32
965,174,2024-11-03,delivered,Ground Delivery,35.04
966,41,2025-05-25,delivered,Economy Shipping,8190.94
967,45,2026-05-23,shipped,Premium Express,6366.29
968,55,2026-04-14,shipped,Same-Day Delivery,7018.53
969,176,2024-11-27,shipped,Parcel Post,6452.85
970,142,2025-08-08,pending,Priority Express,8422.51
971,164,2025-10-13,shipped,UPS Express Saver,1447.09
972,142,2026-04-21,cancelled,USPS Priority Mail Express,734.15
973,109,2026-05-12,delivered,FedEx Home Delivery,2427.36
974,57,2025-05-20,delivered,Local Pickup,9440.4
975,4,2025-02-03,delivered,White Glove Delivery,4301.07
976,128,2025-05-19,processing,Freight Shipping,9108.78
977,119,2025-07-03,cancelled,International Standard,1664.62
978,174,2026-01-14,delivered,International Express,3317.62
979,64,2025-05-14,pending,Regional Ground,6176.73
980,8,2025-10-25,cancelled,Courier Service,944.15
981,61,2026-01-13,delivered,Scheduled Delivery,7878.9
982,106,2025-08-07,delivered,Free Shipping,7351.51
983,183,2025-01-29,pending,Standard Delivery,2907.38
984,61,2025-10-31,shipped,Rush Delivery,6671.1
985,109,2024-06-27,delivered,Slow Boat,5225.55
986,166,2025-01-18,shipped,Air Freight,2393.86
987,136,2024-08-21,delivered,Door-to-Door,1407.97
988,182,2026-01-10,delivered,Curbside Pickup,9912.29
989,173,2024-06-15,processing,In-Store Pickup,9848.63
990,103,2024-06-29,delivered,Will Call,5777.75
991,120,2024-06-20,delivered,Drop Ship,2726.46
992,70,2025-07-02,shipped,Dropoff Point,8317.62
993,63,2024-10-17,delivered,Signature Required,634.21
994,98,2024-09-23,pending,Adult Signature Required,2790.34
995,80,2026-04-22,processing,No Signature,3642.21
996,80,2025-11-07,delivered,Insured Shipping,2584.76
997,13,2024-07-14,delivered,Tracked Delivery,2884.89
998,169,2025-08-23,shipped,Untracked Shipping,7489.56
999,80,2024-10-20,delivered,Bulk Shipping,9213.37
1000,74,2026-02-04,processing,LTL Freight,3176.26
